Event_ID,Session_ID,User_ID,Product_ID,Date,Event_Type,Page,Event_Time
E00000351,S0003558,U001407,P000548,2025-10-11,Add To Cart,Profile,15:09:14
E00000352,S0003325,U000463,P000517,2025-01-19,Search,Category,05:54:36
E00000353,S0003304,U000061,P000916,2025-09-23,Purchase,Home,14:21:43
E00000354,S0008697,U001050,P000966,2025-06-05,Add To Cart,Cart,03:35:52
E00000355,S0006714,U001540,P000989,2024-09-21,Begin Checkout,Profile,02:36:22
E00000356,S0008519,U000355,P000295,2025-03-10,Wishlist,Profile,15:28:18
E00000357,S0003316,U000087,P000286,2025-11-07,Product View,Product,12:44:38
E00000358,S0006731,U001099,P000663,2025-07-09,Add To Cart,Home,23:39:02
E00000359,S0006992,U000101,P000174,2024-01-15,Page View,Product,19:11:55
E00000360,S0008790,U000761,P000276,2025-03-11,Page View,Home,19:41:34
E00000361,S0005290,U001465,P000223,2025-11-11,Category View,Checkout,01:38:56
E00000362,S0007309,U001899,P000594,2024-01-21,Search,Search,11:02:59
E00000363,S0002099,U000024,P000896,2025-03-30,Landing,Search,19:25:34
E00000364,S0009633,U000383,P000220,2024-03-11,Remove From Cart,Profile,20:47:03
E00000365,S0008615,U001083,P000845,2025-12-14,Begin Checkout,Cart,07:27:44
E00000366,S0007984,U001192,P000178,2025-02-18,Page View,Product,04:10:10
E00000367,S0003051,U000394,P000714,2024-09-11,Remove From Cart,Profile,20:03:02
E00000368,S0002257,U000675,P000790,2024-08-06,Search,Product,02:27:27
E00000369,S0007232,U001606,P000963,2024-08-13,Payment,Search,06:48:19
E00000370,S0006945,U001176,P000503,2025-03-13,Category View,Category,19:21:03
E00000371,S0009462,U000038,P000758,2025-04-03,Add To Cart,Checkout,08:25:01
E00000372,S0007430,U001090,P000319,2025-04-29,Landing,Profile,02:55:23
E00000373,S0009473,U001411,P000806,2024-10-29,Wishlist,Home,12:27:00
E00000374,S0005533,U000500,P000061,2024-01-28,Remove From Cart,Category,17:58:36
E00000375,S0008011,U001784,P000991,2024-04-25,Purchase,Cart,20:24:20
E00000376,S0009765,U001331,P000434,2025-07-25,Begin Checkout,Profile,07:03:37
E00000377,S0007078,U001968,P000324,2024-05-12,Begin Checkout,Category,13:26:41
E00000378,S0007826,U001848,P000195,2024-12-26,Product View,Profile,23:05:54
E00000379,S0004573,U001356,P000897,2024-08-18,Add To Cart,Search,00:51:30
E00000380,S0008748,U000992,P000320,2025-10-28,Add To Cart,Search,12:30:55
E00000381,S0002410,U001624,P000598,2025-03-04,Category View,Cart,11:29:23
E00000382,S0005214,U001336,P000139,2025-06-19,Page View,Product,02:18:22
E00000383,S0008065,U000932,P000399,2024-05-14,Search,Category,09:04:52
E00000384,S0008801,U001856,P000224,2024-12-27,Product View,Checkout,21:37:07
E00000385,S0001173,U000657,P000689,2024-10-01,Purchase,Checkout,01:58:36
E00000386,S0000596,U001960,P000094,2025-11-28,Landing,Checkout,10:55:13
E00000387,S0003110,U000230,P000834,2025-10-19,Payment,Profile,00:18:02
E00000388,S0000399,U000771,P000481,2024-05-20,Landing,Search,23:18:16
E00000389,S0001373,U001521,P000366,2025-02-27,Page View,Profile,17:07:50
E00000390,S0001402,U000890,P000027,2024-07-06,Remove From Cart,Product,18:14:21
E00000391,S0006816,U001065,P000336,2024-11-23,Landing,Cart,06:45:30
E00000392,S0002262,U001344,P000898,2024-08-14,Purchase,Home,01:50:25
E00000393,S0010000,U002000,P000112,2025-10-12,Wishlist,Cart,13:44:32
E00000394,S0008380,U000289,P000850,2025-07-17,Purchase,Checkout,18:11:13
E00000395,S0001958,U000687,P000161,2024-10-24,Category View,Profile,15:38:09
E00000396,S0001438,U000352,P000005,2024-11-09,Landing,Product,06:34:01
E00000397,S0002939,U000683,P000185,2024-06-07,Remove From Cart,Profile,12:37:26
E00000398,S0009291,U001058,P000939,2025-01-11,Payment,Product,04:38:02
E00000399,S0007031,U001665,P000717,2025-10-09,Landing,Product,08:15:43
E00000400,S0004595,U001089,P000746,2025-03-11,Purchase,Profile,17:52:42
E00000401,S0001568,U001188,P000728,2025-07-16,Product View,Category,16:09:15
E00000402,S0005695,U001797,P000365,2024-05-21,Payment,Profile,13:14:37
E00000403,S0000514,U000675,P000474,2024-12-01,Page View,Product,22:56:15
E00000404,S0000408,U000769,P000935,2025-09-14,Begin Checkout,Cart,23:32:40
E00000405,S0003711,U001524,P000238,2025-12-28,Begin Checkout,Product,00:20:08
E00000406,S0008400,U001418,P000837,2025-10-31,Remove From Cart,Product,16:12:28
E00000407,S0002678,U000608,P000572,2024-11-12,Purchase,Category,10:16:52
E00000408,S0007981,U000121,P000573,2024-04-28,Begin Checkout,Profile,20:51:24
E00000409,S0005460,U001420,P000735,2024-03-09,Add To Cart,Profile,18:06:18
E00000410,S0003904,U000084,P000388,2024-04-07,Search,Search,10:19:09
E00000411,S0007999,U001296,P000632,2024-08-24,Wishlist,Checkout,10:22:43
E00000412,S0009193,U001000,P000538,2024-08-18,Payment,Cart,04:50:44
E00000413,S0007021,U000187,P000722,2025-06-27,Begin Checkout,Profile,10:43:15
E00000414,S0000372,U000932,P000960,2025-07-28,Category View,Profile,21:35:57
E00000415,S0005443,U000304,P000249,2025-10-13,Remove From Cart,Product,10:40:56
E00000416,S0000576,U001586,P000671,2024-05-10,Remove From Cart,Search,17:09:16
E00000417,S0001716,U001580,P000591,2024-09-05,Landing,Cart,07:16:06
E00000418,S0004331,U001574,P000337,2025-12-25,Wishlist,Cart,22:21:35
E00000419,S0000479,U001241,P000378,2025-12-14,Category View,Cart,06:24:25
E00000420,S0008065,U000932,P000993,2024-05-14,Landing,Search,11:42:40
E00000421,S0007978,U001411,P000612,2025-02-20,Category View,Product,23:32:10
E00000422,S0001355,U000068,P000842,2024-01-20,Payment,Home,10:36:22
E00000423,S0002339,U001349,P000516,2025-02-16,Landing,Profile,14:47:06
E00000424,S0004590,U000192,P000162,2024-08-27,Add To Cart,Category,14:32:49
E00000425,S0000275,U000621,P000877,2025-12-22,Wishlist,Search,15:17:09
E00000426,S0002734,U001806,P000242,2025-03-11,Payment,Home,11:30:53
E00000427,S0007611,U001106,P000198,2024-02-21,Begin Checkout,Cart,11:41:33
E00000428,S0002225,U000924,P000747,2025-02-27,Purchase,Checkout,08:09:48
E00000429,S0008834,U001542,P000673,2025-05-21,Payment,Profile,10:58:11
E00000430,S0002019,U001364,P000432,2024-12-22,Product View,Cart,13:51:29
E00000431,S0003590,U000104,P000362,2024-10-01,Search,Product,18:24:05
E00000432,S0002069,U000460,P000704,2025-09-06,Payment,Checkout,03:53:11
E00000433,S0005579,U000749,P000078,2024-12-12,Category View,Profile,17:00:21
E00000434,S0006219,U000718,P000073,2024-03-11,Landing,Cart,21:58:45
E00000435,S0008712,U000362,P000980,2025-06-21,Category View,Category,10:01:19
E00000436,S0003966,U000719,P000807,2024-04-19,Search,Search,16:48:43
E00000437,S0009165,U001910,P000729,2025-01-02,Wishlist,Checkout,06:40:42
E00000438,S0001318,U001601,P000628,2024-02-11,Begin Checkout,Checkout,12:32:12
E00000439,S0000637,U000993,P000156,2024-11-22,Wishlist,Home,02:39:03
E00000440,S0006890,U001489,P000041,2024-06-20,Category View,Profile,20:22:51
E00000441,S0005420,U001139,P000471,2024-05-16,Payment,Category,14:51:52
E00000442,S0007407,U000461,P000277,2025-04-22,Wishlist,Product,07:32:35
E00000443,S0001135,U001063,P000469,2024-01-04,Wishlist,Product,17:22:15
E00000444,S0007559,U000862,P000149,2024-07-15,Purchase,Home,23:38:44
E00000445,S0000486,U001303,P000839,2024-02-25,Category View,Profile,11:58:22
E00000446,S0008966,U000523,P000257,2024-03-27,Purchase,Product,20:19:47
E00000447,S0008049,U000708,P000228,2024-04-17,Search,Cart,04:30:50
E00000448,S0009954,U000780,P001000,2025-05-01,Purchase,Product,17:11:12
E00000449,S0000962,U001271,P000009,2024-02-29,Add To Cart,Cart,02:57:59
E00000450,S0001798,U000254,P000176,2025-05-27,Category View,Profile,02:17:15
E00000451,S0005921,U001633,P000742,2024-05-28,Product View,Category,00:16:10
E00000452,S0000892,U001385,P000372,2024-04-22,Product View,Cart,07:46:38
E00000453,S0002294,U001162,P000330,2024-02-25,Remove From Cart,Profile,13:33:16
E00000454,S0001991,U000339,P000244,2025-05-22,Purchase,Checkout,16:16:39
E00000455,S0002411,U001056,P000993,2025-11-28,Landing,Home,00:24:43
E00000456,S0007582,U000755,P000671,2025-01-04,Landing,Checkout,06:09:46
E00000457,S0002021,U000298,P000176,2025-06-30,Search,Cart,12:37:35
E00000458,S0003577,U001942,P000866,2025-10-10,Payment,Category,03:44:53
E00000459,S0006046,U001224,P000521,2024-07-05,Product View,Search,12:44:27
E00000460,S0005264,U000908,P000840,2024-12-08,Search,Search,05:53:33
E00000461,S0003519,U001191,P000267,2024-10-02,Search,Checkout,11:06:40
E00000462,S0004981,U001610,P000830,2024-12-14,Add To Cart,Search,23:24:46
E00000463,S0000416,U001875,P000941,2024-11-18,Wishlist,Category,20:00:05
E00000464,S0007154,U000404,P000589,2024-08-30,Payment,Category,17:19:43
E00000465,S0005982,U000071,P000223,2025-01-02,Product View,Home,09:28:45
E00000466,S0006136,U000950,P000472,2025-07-07,Remove From Cart,Checkout,11:05:23
E00000467,S0001925,U000720,P000304,2025-12-18,Search,Checkout,10:26:24
E00000468,S0006471,U001828,P000721,2025-09-20,Search,Cart,16:20:55
E00000469,S0006302,U001702,P000532,2025-11-22,Search,Search,07:49:02
E00000470,S0007934,U000603,P000405,2025-08-08,Search,Home,13:30:12
E00000471,S0002174,U001741,P000923,2024-09-03,Begin Checkout,Profile,00:19:56
E00000472,S0004675,U001532,P000979,2024-01-12,Remove From Cart,Product,14:53:47
E00000473,S0004545,U001155,P000952,2025-07-04,Remove From Cart,Profile,17:41:15
E00000474,S0006498,U000392,P001000,2025-07-21,Payment,Home,02:32:13
E00000475,S0006842,U001900,P000042,2024-12-14,Begin Checkout,Search,23:17:03
E00000476,S0001355,U000068,P000688,2024-01-20,Category View,Checkout,19:03:06
E00000477,S0009903,U001479,P000383,2025-08-01,Landing,Category,20:18:39
E00000478,S0007919,U001459,P000056,2025-05-13,Landing,Category,05:50:21
E00000479,S0005386,U000685,P000917,2024-01-18,Wishlist,Cart,01:47:25
E00000480,S0000352,U000305,P000266,2025-06-11,Page View,Profile,16:35:45
E00000481,S0000261,U001675,P000870,2024-05-27,Remove From Cart,Profile,04:08:13
E00000482,S0003578,U001913,P000632,2025-05-28,Purchase,Checkout,11:41:14
E00000483,S0009554,U001765,P000995,2024-03-13,Landing,Category,07:26:30
E00000484,S0009151,U001222,P000228,2024-09-25,Payment,Cart,07:10:32
E00000485,S0000771,U001370,P000816,2024-05-29,Purchase,Cart,03:24:26
E00000486,S0004716,U001128,P000356,2025-02-24,Page View,Category,12:52:41
E00000487,S0000006,U000562,P000889,2025-02-02,Begin Checkout,Profile,03:07:40
E00000488,S0000998,U001838,P000582,2025-02-08,Begin Checkout,Category,20:19:36
E00000489,S0009319,U001184,P000480,2025-04-03,Category View,Checkout,04:35:47
E00000490,S0004582,U000778,P000753,2024-11-23,Purchase,Category,05:21:20
E00000491,S0005292,U000973,P000847,2024-08-20,Remove From Cart,Checkout,09:18:19
E00000492,S0003594,U001691,P000112,2025-01-08,Wishlist,Checkout,13:37:15
E00000493,S0009251,U001962,P000072,2025-04-04,Wishlist,Cart,07:23:16
E00000494,S0005129,U001094,P000273,2025-02-22,Page View,Home,22:12:10
E00000495,S0009363,U000236,P000645,2025-10-10,Add To Cart,Product,17:35:53
E00000496,S0006596,U000221,P000224,2025-03-26,Remove From Cart,Profile,19:27:54
E00000497,S0003645,U000438,P000925,2024-03-21,Add To Cart,Home,03:15:00
E00000498,S0007153,U001817,P000085,2025-12-14,Page View,Profile,08:18:19
E00000499,S0005797,U001992,P000406,2025-07-27,Product View,Home,01:19:59
E00000500,S0007869,U001544,P000424,2024-12-25,Begin Checkout,Checkout,13:33:39
E00000501,S0005046,U000768,P000660,2024-10-09,Landing,Product,07:29:54
E00000502,S0001575,U000689,P000520,2025-03-17,Add To Cart,Product,02:46:16
E00000503,S0008851,U000723,P000340,2025-10-24,Product View,Checkout,16:37:03
E00000504,S0002122,U001060,P000936,2025-03-16,Add To Cart,Search,18:14:29
E00000505,S0006684,U001420,P000983,2024-10-16,Payment,Category,00:04:13
E00000506,S0009873,U001118,P000579,2024-07-19,Purchase,Checkout,03:03:21
E00000507,S0002489,U000532,P000622,2024-08-31,Remove From Cart,Home,13:48:36
E00000508,S0004737,U000256,P000534,2024-09-24,Payment,Search,07:36:56
E00000509,S0009625,U000237,P000082,2024-01-31,Page View,Checkout,16:50:46
E00000510,S0006128,U000462,P000849,2025-03-12,Wishlist,Profile,12:35:27
E00000511,S0004436,U000452,P000665,2024-01-26,Remove From Cart,Search,20:34:41
E00000512,S0009957,U000104,P000836,2024-04-19,Product View,Product,10:33:25
E00000513,S0000706,U000343,P000759,2025-06-07,Search,Profile,02:33:31
E00000514,S0006966,U000517,P000926,2025-09-10,Wishlist,Search,21:50:01
E00000515,S0004118,U001492,P000281,2024-07-28,Purchase,Product,10:31:00
E00000516,S0002222,U000588,P000503,2025-05-24,Search,Profile,04:18:21
E00000517,S0003239,U001827,P000846,2025-08-31,Begin Checkout,Search,04:29:31
E00000518,S0007363,U000735,P000153,2024-05-12,Page View,Profile,07:00:41
E00000519,S0009971,U000632,P000497,2025-09-04,Wishlist,Cart,15:27:06
E00000520,S0001788,U001783,P000144,2024-02-22,Begin Checkout,Checkout,23:02:07
E00000521,S0009571,U001018,P000443,2024-02-01,Wishlist,Checkout,11:07:58
E00000522,S0000107,U001404,P000791,2024-01-31,Category View,Category,09:57:59
E00000523,S0003402,U000326,P000950,2025-08-13,Page View,Category,06:46:44
E00000524,S0002549,U001117,P000217,2024-10-26,Page View,Search,01:43:53
E00000525,S0004794,U000590,P000983,2024-10-13,Category View,Category,15:53:41
E00000526,S0003481,U000355,P000340,2024-08-04,Remove From Cart,Product,21:43:53
E00000527,S0002333,U001861,P000063,2024-05-22,Product View,Checkout,15:56:54
E00000528,S0005001,U001974,P000400,2024-09-15,Product View,Profile,13:30:15
E00000529,S0008466,U000723,P000458,2025-01-26,Begin Checkout,Cart,13:46:01
E00000530,S0000740,U000291,P000013,2025-01-15,Landing,Home,06:49:08
E00000531,S0008287,U001282,P000712,2024-04-01,Landing,Product,12:57:14
E00000532,S0008853,U000948,P000819,2025-03-24,Page View,Profile,20:53:51
E00000533,S0003742,U001059,P000220,2025-04-08,Remove From Cart,Profile,21:29:58
E00000534,S0006986,U001396,P000086,2024-03-03,Page View,Checkout,04:50:09
E00000535,S0001278,U001105,P000376,2025-04-19,Begin Checkout,Home,09:45:18
E00000536,S0006944,U001973,P000148,2025-04-05,Search,Search,03:24:26
E00000537,S0009512,U000885,P000334,2024-04-28,Landing,Profile,15:10:38
E00000538,S0002438,U001090,P000587,2025-08-16,Payment,Profile,16:50:37
E00000539,S0006163,U000350,P000701,2025-08-09,Wishlist,Search,06:48:18
E00000540,S0009618,U001377,P000289,2024-02-07,Wishlist,Product,11:25:33
E00000541,S0004889,U000612,P000432,2024-07-17,Category View,Search,16:11:41
E00000542,S0007584,U001226,P000612,2024-07-30,Search,Product,15:55:33
E00000543,S0004872,U000166,P000945,2024-05-20,Payment,Category,08:56:33
E00000544,S0007247,U001699,P000602,2025-12-08,Product View,Checkout,07:12:56
E00000545,S0006201,U000782,P000470,2024-05-13,Category View,Category,12:09:17
E00000546,S0008414,U001159,P000850,2024-12-12,Begin Checkout,Cart,01:50:00
E00000547,S0004232,U001589,P000437,2024-09-30,Landing,Profile,03:38:01
E00000548,S0000746,U001950,P000648,2025-06-12,Payment,Category,17:30:51
E00000549,S0007073,U000557,P000118,2025-12-27,Purchase,Product,21:42:41
E00000550,S0002463,U000407,P000329,2025-09-03,Page View,Checkout,21:48:19
E00000551,S0005951,U001304,P000561,2024-01-31,Remove From Cart,Category,06:11:55
E00000552,S0006846,U001686,P000009,2024-04-24,Search,Home,21:25:47
E00000553,S0004447,U000495,P000302,2025-08-10,Purchase,Category,20:14:59
E00000554,S0006249,U001553,P000681,2024-01-28,Payment,Cart,11:42:14
E00000555,S0006300,U000087,P000079,2024-09-13,Product View,Home,00:15:50
E00000556,S0001668,U000570,P000858,2025-03-17,Product View,Checkout,11:22:44
E00000557,S0006624,U001137,P000758,2024-06-09,Wishlist,Home,03:16:59
E00000558,S0009724,U000485,P000337,2024-08-18,Wishlist,Category,01:43:51
E00000559,S0001446,U000468,P000436,2025-10-10,Remove From Cart,Checkout,20:40:13
E00000560,S0005078,U001558,P000715,2024-07-23,Landing,Home,05:08:53
E00000561,S0003223,U001314,P000614,2024-11-18,Payment,Home,01:42:28
E00000562,S0006655,U000717,P000811,2024-03-12,Remove From Cart,Category,15:42:42
E00000563,S0003377,U001370,P000411,2025-01-19,Add To Cart,Search,11:23:02
E00000564,S0005281,U001216,P000877,2025-11-19,Product View,Search,23:54:51
E00000565,S0005814,U001765,P000549,2024-03-17,Add To Cart,Profile,05:11:57
E00000566,S0001468,U001889,P000529,2024-09-23,Landing,Profile,21:12:25
E00000567,S0008302,U001998,P000823,2025-03-09,Payment,Cart,18:21:30
E00000568,S0004297,U001971,P000256,2024-03-27,Wishlist,Category,16:02:59
E00000569,S0004922,U001336,P000352,2025-05-21,Purchase,Category,19:37:55
E00000570,S0000997,U000158,P000637,2025-10-25,Payment,Home,23:50:55
E00000571,S0000948,U000183,P000634,2024-09-08,Search,Checkout,00:08:33
E00000572,S0007690,U000761,P000534,2024-01-24,Landing,Category,02:14:11
E00000573,S0006271,U001659,P000893,2024-12-03,Purchase,Product,08:45:00
E00000574,S0000870,U000132,P000921,2025-10-05,Page View,Checkout,03:25:59
E00000575,S0006026,U001509,P000782,2025-02-22,Add To Cart,Category,16:39:49
E00000576,S0006117,U000097,P000082,2025-04-08,Search,Product,18:41:43
E00000577,S0006233,U000551,P000733,2025-04-08,Category View,Checkout,01:34:05
E00000578,S0005573,U001436,P000605,2024-02-20,Purchase,Search,10:22:02
E00000579,S0005617,U001908,P000809,2025-11-03,Remove From Cart,Cart,13:06:50
E00000580,S0001387,U000214,P000294,2025-12-09,Category View,Checkout,01:33:20
E00000581,S0005823,U001847,P000142,2025-11-04,Begin Checkout,Checkout,23:47:23
E00000582,S0000406,U000220,P000676,2024-11-12,Landing,Checkout,01:07:43
E00000583,S0000851,U000998,P000886,2024-06-03,Remove From Cart,Product,23:36:10
E00000584,S0009920,U000265,P000877,2025-09-15,Landing,Checkout,18:39:51
E00000585,S0009875,U001021,P000538,2025-08-26,Landing,Product,05:57:48
E00000586,S0002319,U001544,P000927,2025-06-02,Remove From Cart,Cart,00:57:39
E00000587,S0008408,U001811,P000630,2024-03-23,Landing,Profile,20:32:51
E00000588,S0009097,U001401,P000205,2025-11-26,Wishlist,Profile,04:21:55
E00000589,S0001213,U001813,P000087,2025-02-20,Payment,Search,13:12:02
E00000590,S0001037,U000051,P000505,2024-12-14,Begin Checkout,Cart,13:19:27
E00000591,S0000751,U001378,P000669,2024-11-30,Payment,Product,05:54:18
E00000592,S0000479,U001241,P000789,2025-12-14,Category View,Profile,08:07:15
E00000593,S0004970,U000079,P000687,2024-10-28,Product View,Cart,18:38:47
E00000594,S0004352,U000332,P000635,2024-09-13,Search,Search,11:18:37
E00000595,S0009204,U000040,P000904,2024-12-28,Wishlist,Cart,11:55:11
E00000596,S0004511,U000758,P000903,2025-01-21,Begin Checkout,Profile,19:50:09
E00000597,S0008388,U000073,P000262,2025-05-12,Page View,Product,23:31:08
E00000598,S0000226,U001020,P000455,2025-02-24,Search,Checkout,23:15:19
E00000599,S0003170,U000283,P000859,2024-07-29,Landing,Category,17:29:37
E00000600,S0008932,U000530,P000615,2025-05-13,Purchase,Search,14:12:27
E00000601,S0000811,U000851,P000704,2024-05-13,Category View,Profile,20:53:29
E00000602,S0009854,U001356,P000892,2024-07-21,Wishlist,Cart,18:20:14
E00000603,S0008632,U000194,P000424,2025-07-20,Search,Search,23:24:24
E00000604,S0002059,U000323,P000774,2024-03-01,Begin Checkout,Cart,12:31:24
