Session_ID,User_ID,Date,Device,Operating_System,Browser,Traffic_Source,Session_Duration_Min,Page_Views,Bounce,Converted
S0000331,U001977,2025-10-17,Tablet,Windows,Safari,Paid Search,24,7,False,False
S0000332,U001563,2025-08-11,Desktop,iOS,Edge,Facebook,9,12,False,False
S0000333,U001772,2024-07-06,Tablet,Windows,Firefox,Direct,55,10,False,False
S0000334,U000889,2024-07-19,Tablet,Android,Edge,Organic Search,52,12,False,False
S0000335,U000726,2025-06-23,Mobile,iOS,Safari,Referral,59,12,False,True
S0000336,U000941,2025-05-10,Mobile,Android,Safari,Paid Search,32,7,False,False
S0000337,U000014,2024-09-10,Desktop,Android,Edge,Direct,27,6,False,False
S0000338,U001481,2024-02-11,Tablet,iOS,Firefox,Organic Search,46,7,False,False
S0000339,U000489,2024-03-09,Tablet,iOS,Firefox,Email,57,3,False,False
S0000340,U000822,2024-01-18,Tablet,iOS,Safari,Referral,43,12,False,False
S0000341,U001003,2025-12-14,Mobile,Android,Safari,Instagram,54,7,False,False
S0000342,U001082,2024-04-18,Tablet,Windows,Chrome,Instagram,41,6,False,True
S0000343,U001397,2025-12-18,Tablet,macOS,Edge,Direct,39,6,False,False
S0000344,U000586,2025-10-30,Tablet,iOS,Edge,YouTube,14,10,False,False
S0000345,U000374,2025-01-31,Tablet,iOS,Chrome,Direct,52,1,True,False
S0000346,U000172,2024-12-18,Desktop,Windows,Firefox,Email,41,8,False,True
S0000347,U001019,2025-06-25,Desktop,Windows,Safari,Direct,27,1,True,False
S0000348,U000485,2025-08-16,Mobile,Android,Chrome,Paid Search,1,11,False,False
S0000349,U000071,2025-08-20,Tablet,macOS,Safari,Referral,11,1,True,False
S0000350,U000816,2025-08-14,Mobile,Android,Safari,Email,28,4,False,False
S0000351,U001163,2024-12-17,Desktop,iOS,Safari,Referral,19,5,False,False
S0000352,U000305,2025-06-11,Tablet,Windows,Firefox,YouTube,1,8,False,False
S0000353,U001690,2025-06-24,Desktop,Android,Safari,Referral,43,6,False,False
S0000354,U000204,2024-02-07,Desktop,macOS,Edge,Email,31,1,True,False
S0000355,U001723,2025-09-20,Tablet,Windows,Firefox,Facebook,5,7,False,False
S0000356,U000447,2025-07-28,Desktop,Android,Chrome,Instagram,28,9,False,False
S0000357,U000339,2025-04-27,Mobile,Windows,Edge,Instagram,34,9,False,False
S0000358,U001443,2025-03-13,Tablet,Android,Safari,YouTube,14,2,False,False
S0000359,U001379,2025-09-12,Desktop,Windows,Chrome,Instagram,9,6,False,False
S0000360,U000200,2025-11-16,Mobile,iOS,Safari,Paid Search,34,1,True,False
S0000361,U000143,2024-01-20,Desktop,Windows,Chrome,Organic Search,54,6,False,False
S0000362,U001619,2025-10-22,Mobile,macOS,Edge,Instagram,5,10,False,False
S0000363,U000674,2025-10-10,Tablet,Android,Firefox,Referral,17,7,False,False
S0000364,U000295,2025-03-24,Tablet,Android,Chrome,Facebook,19,4,False,False
S0000365,U000484,2024-12-12,Tablet,iOS,Safari,Referral,7,4,False,False
S0000366,U000875,2024-12-29,Mobile,Android,Chrome,Instagram,5,9,False,False
S0000367,U000352,2025-07-15,Tablet,iOS,Edge,Instagram,19,3,False,False
S0000368,U001206,2024-08-22,Tablet,Windows,Edge,Instagram,41,2,False,False
S0000369,U000375,2025-08-19,Mobile,iOS,Edge,Facebook,39,5,False,False
S0000370,U001708,2024-07-20,Desktop,Windows,Edge,Direct,5,3,False,False
S0000371,U001238,2025-11-11,Desktop,macOS,Safari,YouTube,16,9,False,False
S0000372,U000932,2025-07-28,Tablet,macOS,Edge,Instagram,55,7,False,True
S0000373,U001328,2025-12-30,Desktop,Windows,Edge,Referral,58,2,False,False
S0000374,U001079,2025-04-19,Desktop,iOS,Edge,Organic Search,36,4,False,False
S0000375,U000637,2024-01-24,Desktop,Android,Edge,Email,34,2,False,False
S0000376,U000707,2025-01-01,Desktop,Windows,Edge,YouTube,41,10,False,False
S0000377,U000304,2025-10-25,Mobile,Windows,Safari,Paid Search,49,7,False,False
S0000378,U000624,2024-08-16,Tablet,iOS,Chrome,Email,23,5,False,False
S0000379,U000040,2024-03-26,Desktop,macOS,Chrome,Instagram,15,2,False,True
S0000380,U001839,2024-10-16,Desktop,macOS,Chrome,Direct,29,8,False,False
S0000381,U000345,2025-03-06,Tablet,Android,Chrome,Email,46,11,False,False
S0000382,U000203,2025-06-09,Desktop,iOS,Safari,Facebook,4,3,False,False
S0000383,U000501,2024-07-27,Mobile,Android,Chrome,Email,3,6,False,False
S0000384,U000780,2025-12-21,Desktop,macOS,Chrome,Direct,27,1,True,False
S0000385,U001434,2025-12-12,Mobile,macOS,Firefox,Instagram,18,10,False,False
S0000386,U001608,2024-06-04,Desktop,iOS,Safari,Referral,49,8,False,True
S0000387,U000364,2025-02-25,Tablet,iOS,Firefox,Email,17,12,False,False
S0000388,U001556,2024-02-17,Desktop,macOS,Firefox,Facebook,29,6,False,False
S0000389,U000530,2024-07-15,Desktop,Android,Safari,Organic Search,44,9,False,False
S0000390,U000994,2024-04-05,Desktop,Windows,Chrome,Paid Search,46,2,False,False
S0000391,U000291,2025-02-08,Mobile,Android,Firefox,Paid Search,21,12,False,False
S0000392,U000986,2025-12-07,Tablet,macOS,Safari,Organic Search,21,8,False,False
S0000393,U001871,2024-12-29,Desktop,Windows,Edge,Email,42,6,False,True
S0000394,U001373,2025-08-01,Desktop,iOS,Chrome,Direct,5,10,False,False
S0000395,U000280,2025-03-17,Desktop,Windows,Edge,Facebook,49,8,False,False
S0000396,U001561,2025-03-28,Desktop,Android,Edge,Email,48,12,False,False
S0000397,U001269,2025-09-14,Mobile,iOS,Firefox,Direct,50,9,False,False
S0000398,U000362,2024-05-25,Desktop,Windows,Firefox,Instagram,18,6,False,False
S0000399,U000771,2024-05-20,Tablet,Android,Safari,Email,47,8,False,False
S0000400,U000411,2024-07-24,Tablet,Android,Edge,Facebook,35,9,False,True
S0000401,U000549,2025-09-21,Mobile,macOS,Chrome,YouTube,44,12,False,False
S0000402,U000322,2024-05-12,Tablet,macOS,Edge,YouTube,8,11,False,False
S0000403,U000546,2024-06-29,Desktop,macOS,Safari,Direct,38,8,False,False
S0000404,U001277,2025-05-03,Mobile,Android,Firefox,Facebook,58,4,False,False
S0000405,U000750,2025-01-06,Tablet,Android,Safari,Paid Search,31,9,False,False
S0000406,U000220,2024-11-12,Tablet,Android,Edge,Facebook,37,4,False,False
S0000407,U000143,2024-05-14,Tablet,Android,Edge,Organic Search,6,12,False,False
S0000408,U000769,2025-09-14,Mobile,iOS,Chrome,Instagram,56,7,False,False
S0000409,U001015,2024-06-16,Mobile,Android,Firefox,Email,18,6,False,False
S0000410,U000638,2025-10-19,Mobile,Android,Firefox,YouTube,6,5,False,False
S0000411,U000274,2024-09-19,Mobile,Android,Safari,Referral,15,1,True,False
S0000412,U000101,2025-04-14,Tablet,Windows,Firefox,Referral,13,6,False,False
S0000413,U001112,2024-01-03,Desktop,macOS,Chrome,YouTube,38,9,False,False
S0000414,U001795,2025-02-11,Desktop,Android,Chrome,Email,54,9,False,False
S0000415,U001201,2025-10-01,Mobile,macOS,Edge,YouTube,10,12,False,False
S0000416,U001875,2024-11-18,Desktop,Android,Firefox,Referral,59,9,False,False
S0000417,U001012,2025-10-31,Tablet,Android,Edge,Organic Search,25,1,True,False
S0000418,U000295,2024-12-30,Tablet,macOS,Edge,Facebook,37,3,False,False
S0000419,U001837,2024-08-09,Tablet,Android,Safari,Email,26,8,False,False
S0000420,U001089,2024-01-26,Mobile,iOS,Safari,Organic Search,5,7,False,False
S0000421,U000967,2024-12-15,Desktop,Android,Chrome,Email,7,8,False,False
S0000422,U000248,2024-07-10,Desktop,Windows,Firefox,Referral,14,12,False,False
S0000423,U000482,2025-07-06,Mobile,macOS,Edge,Facebook,19,10,False,True
S0000424,U000650,2025-07-16,Tablet,Windows,Edge,Paid Search,55,11,False,False
S0000425,U001715,2025-06-18,Mobile,macOS,Safari,Email,4,12,False,False
S0000426,U001756,2024-11-29,Mobile,iOS,Firefox,Instagram,50,7,False,False
S0000427,U001031,2024-10-10,Mobile,iOS,Safari,YouTube,20,2,False,False
S0000428,U000274,2025-08-10,Desktop,Windows,Chrome,Organic Search,10,3,False,False
S0000429,U000349,2024-01-07,Mobile,Windows,Safari,YouTube,33,5,False,False
S0000430,U001586,2025-08-10,Mobile,Android,Safari,Organic Search,48,1,True,False
S0000431,U001393,2024-05-07,Tablet,Windows,Safari,Facebook,19,7,False,False
S0000432,U001808,2024-02-08,Tablet,Windows,Safari,Direct,40,11,False,False
S0000433,U001796,2024-03-06,Mobile,macOS,Safari,Referral,58,5,False,False
S0000434,U001653,2024-08-11,Desktop,Android,Edge,Paid Search,35,9,False,False
S0000435,U000653,2025-05-17,Mobile,iOS,Edge,Email,28,6,False,True
S0000436,U001216,2024-12-26,Desktop,iOS,Firefox,Organic Search,50,9,False,False
S0000437,U001289,2025-11-14,Tablet,Windows,Safari,Direct,30,2,False,False
S0000438,U000381,2024-11-18,Mobile,Android,Chrome,Instagram,40,9,False,False
S0000439,U001800,2025-10-02,Desktop,macOS,Safari,Paid Search,41,12,False,True
S0000440,U000317,2025-02-17,Mobile,Android,Chrome,Referral,17,9,False,False
S0000441,U001351,2024-01-09,Tablet,iOS,Firefox,Facebook,49,2,False,False
S0000442,U000945,2024-12-11,Tablet,Android,Firefox,Direct,48,2,False,False
S0000443,U000914,2024-05-26,Mobile,Windows,Firefox,Direct,11,1,True,False
S0000444,U001981,2024-12-26,Tablet,iOS,Edge,Paid Search,4,9,False,False
S0000445,U001496,2024-12-15,Tablet,Windows,Chrome,Direct,55,8,False,False
S0000446,U000965,2025-01-05,Desktop,Windows,Firefox,Organic Search,27,10,False,False
S0000447,U001438,2025-02-03,Tablet,Android,Firefox,Paid Search,31,12,False,False
S0000448,U000131,2024-02-24,Mobile,Android,Edge,Instagram,15,10,False,False
S0000449,U000706,2024-03-11,Desktop,iOS,Safari,Direct,3,12,False,False
S0000450,U000707,2024-12-16,Tablet,iOS,Firefox,Organic Search,51,4,False,False
S0000451,U000217,2024-11-23,Desktop,macOS,Firefox,Facebook,49,11,False,False
S0000452,U000150,2024-04-30,Desktop,Android,Firefox,Organic Search,14,10,False,False
S0000453,U001439,2025-05-22,Tablet,macOS,Firefox,Paid Search,13,4,False,False
S0000454,U001197,2024-07-13,Mobile,Android,Chrome,Instagram,19,9,False,False
S0000455,U001916,2025-03-29,Mobile,iOS,Safari,Paid Search,52,1,True,False
S0000456,U000771,2025-10-04,Desktop,Windows,Edge,Email,22,10,False,True
S0000457,U001650,2025-05-15,Mobile,Windows,Safari,Facebook,30,8,False,False
S0000458,U000167,2025-03-17,Tablet,Android,Chrome,Paid Search,19,5,False,False
S0000459,U000603,2024-02-03,Desktop,Windows,Chrome,Email,31,2,False,False
S0000460,U000512,2024-03-19,Tablet,iOS,Safari,Instagram,46,5,False,False
S0000461,U001707,2024-09-11,Desktop,iOS,Firefox,YouTube,44,8,False,False
S0000462,U000124,2024-05-09,Desktop,Android,Edge,YouTube,26,7,False,False
S0000463,U000457,2025-09-09,Desktop,macOS,Firefox,Paid Search,25,12,False,True
S0000464,U001610,2025-06-28,Tablet,Windows,Edge,YouTube,10,1,True,False
S0000465,U000006,2024-12-13,Tablet,Android,Firefox,Direct,34,10,False,False
S0000466,U001544,2024-06-04,Tablet,iOS,Chrome,Facebook,51,9,False,False
S0000467,U000052,2025-06-05,Desktop,Windows,Safari,Organic Search,14,10,False,False
S0000468,U001985,2025-04-21,Tablet,iOS,Safari,Referral,9,7,False,False
S0000469,U000221,2024-04-13,Desktop,macOS,Firefox,Organic Search,24,3,False,False
S0000470,U001402,2025-06-12,Desktop,Android,Safari,Referral,14,11,False,False
S0000471,U000148,2025-04-15,Mobile,iOS,Chrome,Email,34,2,False,False
S0000472,U001413,2025-06-04,Desktop,Android,Edge,Email,22,4,False,False
S0000473,U000339,2025-01-26,Desktop,Android,Firefox,Direct,1,4,False,False
S0000474,U000594,2024-10-04,Desktop,Windows,Firefox,Email,48,12,False,False
S0000475,U001075,2024-01-21,Desktop,Android,Firefox,Organic Search,12,10,False,False
S0000476,U001875,2025-10-04,Tablet,macOS,Firefox,Referral,6,2,False,False
S0000477,U001854,2024-10-20,Mobile,macOS,Safari,Organic Search,22,5,False,False
S0000478,U001021,2025-11-01,Mobile,macOS,Safari,Paid Search,18,10,False,False
S0000479,U001241,2025-12-14,Desktop,iOS,Safari,Referral,39,5,False,False
S0000480,U001866,2024-01-06,Mobile,Android,Firefox,Organic Search,15,10,False,False
S0000481,U000272,2024-09-13,Desktop,Windows,Chrome,Organic Search,22,8,False,False
S0000482,U001250,2025-05-26,Desktop,iOS,Safari,Facebook,19,2,False,False
S0000483,U001276,2024-08-01,Tablet,Android,Chrome,Referral,57,4,False,True
S0000484,U000396,2024-07-20,Tablet,macOS,Chrome,YouTube,43,8,False,False
S0000485,U000942,2024-05-22,Mobile,macOS,Edge,Facebook,21,9,False,False
S0000486,U001303,2024-02-25,Desktop,iOS,Safari,YouTube,49,2,False,False
S0000487,U001530,2024-02-26,Desktop,iOS,Safari,Direct,29,2,False,False
S0000488,U001994,2025-01-01,Mobile,Windows,Edge,Referral,36,2,False,False
S0000489,U000679,2024-08-13,Tablet,iOS,Edge,Facebook,49,9,False,False
S0000490,U000086,2024-08-12,Tablet,macOS,Chrome,Facebook,37,11,False,False
S0000491,U001512,2024-10-10,Tablet,iOS,Firefox,Email,7,12,False,False
S0000492,U000338,2025-10-15,Tablet,iOS,Edge,Referral,30,12,False,False
S0000493,U000212,2025-02-12,Tablet,iOS,Firefox,YouTube,58,7,False,False
S0000494,U001070,2024-11-24,Mobile,macOS,Firefox,Facebook,32,1,True,False
S0000495,U000543,2025-12-04,Mobile,iOS,Firefox,Organic Search,36,12,False,False
S0000496,U001320,2025-10-07,Desktop,Windows,Safari,Instagram,1,1,True,False
S0000497,U001517,2024-04-28,Mobile,Windows,Safari,Facebook,27,1,True,False
S0000498,U000858,2024-10-28,Tablet,macOS,Edge,YouTube,50,1,True,False
S0000499,U000707,2025-04-16,Tablet,iOS,Firefox,Direct,34,12,False,False
S0000500,U000517,2025-05-31,Desktop,macOS,Edge,Instagram,30,4,False,False
S0000501,U001560,2024-01-22,Desktop,Android,Safari,YouTube,8,11,False,False
S0000502,U001834,2024-04-24,Desktop,iOS,Safari,Email,41,6,False,False
S0000503,U001580,2025-01-31,Mobile,iOS,Edge,Direct,43,8,False,False
S0000504,U000375,2024-07-30,Mobile,macOS,Safari,Referral,23,11,False,False
S0000505,U001989,2024-12-17,Tablet,macOS,Chrome,Paid Search,8,9,False,False
S0000506,U001713,2025-03-13,Tablet,Windows,Firefox,Organic Search,31,5,False,False
S0000507,U001035,2024-08-31,Mobile,Windows,Firefox,Paid Search,60,3,False,False
S0000508,U001216,2025-04-29,Desktop,macOS,Safari,Instagram,13,2,False,False
S0000509,U001674,2025-09-30,Mobile,macOS,Chrome,Direct,10,8,False,False
S0000510,U000437,2025-02-14,Tablet,macOS,Chrome,Referral,57,8,False,False
S0000511,U001430,2025-01-15,Desktop,Windows,Safari,Facebook,28,4,False,False
S0000512,U000896,2024-08-03,Tablet,Windows,Firefox,Email,12,12,False,False
S0000513,U001743,2025-12-03,Desktop,macOS,Safari,YouTube,33,9,False,False
S0000514,U000675,2024-12-01,Desktop,Windows,Edge,Instagram,9,3,False,False
S0000515,U001175,2024-06-03,Desktop,Android,Chrome,Instagram,20,4,False,False
S0000516,U001884,2024-06-09,Desktop,macOS,Edge,Instagram,33,5,False,False
S0000517,U000508,2024-04-21,Desktop,macOS,Edge,Organic Search,27,1,True,False
S0000518,U001538,2025-07-06,Mobile,macOS,Chrome,Instagram,44,4,False,False
S0000519,U001616,2025-07-18,Tablet,Android,Safari,Paid Search,46,12,False,False
S0000520,U001623,2025-05-24,Tablet,macOS,Edge,Paid Search,16,5,False,True
S0000521,U000046,2025-01-29,Tablet,Windows,Safari,YouTube,56,3,False,False
S0000522,U000464,2024-11-05,Desktop,iOS,Chrome,Instagram,29,7,False,False
S0000523,U000910,2025-01-13,Desktop,Android,Chrome,YouTube,15,12,False,False
S0000524,U000116,2025-03-28,Mobile,Android,Safari,Paid Search,37,5,False,False
S0000525,U001513,2024-02-27,Desktop,Windows,Edge,Organic Search,30,9,False,False
S0000526,U001158,2025-10-12,Mobile,Android,Safari,Referral,22,8,False,False
S0000527,U001228,2024-04-22,Tablet,macOS,Firefox,Instagram,55,9,False,False
S0000528,U001345,2024-05-18,Mobile,iOS,Chrome,Organic Search,22,6,False,False
S0000529,U000186,2024-12-10,Desktop,iOS,Safari,Organic Search,29,1,True,False
S0000530,U000579,2024-12-03,Desktop,Windows,Safari,Referral,24,3,False,False
S0000531,U001019,2025-12-01,Mobile,Android,Firefox,YouTube,57,5,False,False
S0000532,U000871,2024-11-28,Desktop,macOS,Edge,YouTube,42,3,False,False
S0000533,U000672,2024-08-30,Mobile,macOS,Edge,Instagram,16,6,False,False
S0000534,U000174,2024-02-03,Mobile,macOS,Safari,Instagram,43,6,False,True
S0000535,U000957,2025-11-26,Tablet,iOS,Firefox,Email,5,10,False,False
S0000536,U000787,2024-10-26,Mobile,iOS,Firefox,Instagram,5,3,False,False
S0000537,U000103,2025-06-08,Mobile,macOS,Safari,Direct,34,11,False,True
S0000538,U001983,2025-02-27,Desktop,Windows,Safari,Facebook,8,4,False,False
S0000539,U000495,2024-06-27,Mobile,macOS,Firefox,Email,44,7,False,True
S0000540,U000810,2024-08-25,Tablet,iOS,Safari,Organic Search,10,3,False,False
S0000541,U000294,2024-02-07,Mobile,Windows,Firefox,Paid Search,48,11,False,False
S0000542,U000946,2025-08-29,Mobile,iOS,Chrome,Facebook,11,10,False,False
S0000543,U000209,2025-03-22,Desktop,Windows,Edge,YouTube,16,8,False,False
S0000544,U000665,2025-04-15,Tablet,Android,Chrome,Organic Search,33,2,False,False
S0000545,U000758,2025-04-25,Tablet,Windows,Firefox,Organic Search,34,1,True,False
S0000546,U000623,2024-04-18,Mobile,Android,Firefox,Organic Search,35,2,False,False
S0000547,U001734,2024-02-07,Tablet,Windows,Chrome,Instagram,22,1,True,False
S0000548,U001953,2024-09-01,Tablet,macOS,Chrome,Direct,25,12,False,False
S0000549,U000955,2025-01-03,Mobile,macOS,Safari,Facebook,7,4,False,False
S0000550,U000254,2024-09-07,Tablet,Windows,Edge,Facebook,27,1,True,False
S0000551,U001517,2025-01-24,Desktop,iOS,Edge,Paid Search,58,7,False,False
S0000552,U000753,2024-02-13,Tablet,iOS,Edge,YouTube,10,12,False,False
S0000553,U001633,2025-08-01,Desktop,iOS,Firefox,Paid Search,50,3,False,True
S0000554,U000252,2024-07-03,Tablet,Android,Chrome,Email,55,3,False,False
S0000555,U000598,2024-02-18,Desktop,macOS,Firefox,YouTube,15,2,False,False
S0000556,U001859,2025-04-25,Mobile,macOS,Safari,Instagram,44,6,False,False
S0000557,U000834,2025-11-17,Mobile,Windows,Firefox,Instagram,32,9,False,False
S0000558,U000754,2025-07-30,Tablet,macOS,Firefox,Paid Search,55,1,True,False
S0000559,U001799,2024-04-26,Tablet,macOS,Edge,Instagram,26,5,False,False
S0000560,U000974,2024-03-01,Mobile,Windows,Safari,Direct,13,3,False,False
S0000561,U001250,2024-01-18,Tablet,macOS,Safari,Facebook,18,12,False,False
S0000562,U000563,2024-08-09,Mobile,iOS,Firefox,Referral,7,3,False,False
S0000563,U001215,2025-06-14,Mobile,Windows,Firefox,Email,17,6,False,False
S0000564,U000818,2024-12-16,Mobile,Android,Firefox,Facebook,37,4,False,False
S0000565,U000630,2024-08-11,Tablet,macOS,Firefox,Paid Search,41,5,False,False
S0000566,U001003,2025-03-17,Tablet,macOS,Firefox,YouTube,38,3,False,True
S0000567,U001149,2024-06-18,Tablet,macOS,Edge,Referral,40,4,False,False
S0000568,U000856,2024-12-17,Mobile,macOS,Edge,Paid Search,28,12,False,False
S0000569,U001326,2024-07-26,Mobile,iOS,Chrome,Email,52,3,False,False
S0000570,U000208,2024-12-24,Desktop,iOS,Safari,Organic Search,40,12,False,False
S0000571,U000869,2025-02-08,Mobile,Windows,Safari,Referral,11,3,False,False
S0000572,U000209,2024-09-27,Desktop,Android,Firefox,Instagram,6,11,False,False
S0000573,U001821,2024-10-26,Desktop,iOS,Firefox,Referral,56,1,True,False
S0000574,U001039,2024-01-02,Desktop,Windows,Firefox,Email,15,6,False,False
S0000575,U000013,2025-04-05,Mobile,Android,Edge,Paid Search,40,2,False,True
S0000576,U001586,2024-05-10,Tablet,macOS,Safari,Organic Search,53,9,False,False
S0000577,U000796,2025-06-21,Desktop,iOS,Safari,Referral,57,7,False,False
S0000578,U001003,2025-05-25,Mobile,Windows,Chrome,Organic Search,42,11,False,False
S0000579,U000903,2024-02-14,Tablet,iOS,Edge,Referral,19,1,True,False
S0000580,U001765,2024-05-26,Mobile,Windows,Safari,Referral,55,9,False,False
S0000581,U001042,2024-12-19,Desktop,Android,Edge,Facebook,46,8,False,False
S0000582,U001565,2024-05-22,Tablet,Android,Edge,Direct,10,3,False,False
S0000583,U000542,2025-08-03,Desktop,macOS,Safari,Direct,17,3,False,False
S0000584,U001734,2024-12-08,Desktop,iOS,Chrome,Direct,30,8,False,False
S0000585,U000719,2025-09-26,Tablet,iOS,Edge,Paid Search,7,11,False,False
S0000586,U000936,2025-02-06,Desktop,Windows,Edge,YouTube,7,5,False,False
S0000587,U000614,2025-07-04,Desktop,macOS,Firefox,Direct,13,9,False,False
S0000588,U001403,2024-08-30,Tablet,iOS,Safari,Instagram,52,1,True,False
S0000589,U001523,2025-08-27,Tablet,Android,Firefox,Facebook,58,12,False,False
S0000590,U000483,2025-07-09,Desktop,Android,Edge,Instagram,29,8,False,True
S0000591,U000831,2025-03-25,Mobile,Android,Firefox,Facebook,16,3,False,False
